Vaccine,Geographic Level,Geographic Name,Demographic Level,Demographic Name,indicator_label,indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_90pct,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,6.9748,1.7525,2.0881,1242,0
COVID,State,Ohio,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,6.9748,1.7525,2.0881,1242,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,60.7746,13.8637,16.5184,76,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,12.3592,8.1895,9.7577,76,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,20.9392,11.2408,13.3933,76,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,5.927,1.4943,1.7804,1594,0
COVID,State,Oklahoma,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,5.927,1.4943,1.7804,1594,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,20.1962,11.5425,13.7527,42,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,34.3689,22.7235,27.0749,42,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,29.4085,16.4462,19.5955,42,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,16.0265,2.5196,3.0021,1397,0
COVID,State,Oregon,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,16.0265,2.5196,3.0021,1397,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,42.4603,9.2933,11.0728,117,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,10.686,5.9985,7.1471,117,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,35.6515,9.1206,10.8671,117,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,11.2021,1.5725,1.8736,3162,0
COVID,State,Pennsylvania,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,11.2021,1.5725,1.8736,3162,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,24.6112,16.4269,19.5725,40,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,9.5926,8.3123,9.904,40,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,62.2063,17.8104,21.2209,40,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,3.5899,1.1176,1.3316,1702,0
COVID,State,Puerto Rico,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,3.5899,1.1176,1.3316,1702,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,35.0912,19.1449,22.811,38,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,6.0075,5.8588,6.9807,38,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,42.7197,22.93,27.3208,38,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,16.1817,3.7765,4.4996,1059,0
COVID,State,Rhode Island,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,16.1817,3.7765,4.4996,1059,0
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,,,,23,1
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,,,,23,1
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,,,,23,1
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,,,,1698,1
COVID,State,South Carolina,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,6.0461,1.5695,1.8701,1698,0
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,,,,26,1
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,,,,26,1
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,,,,26,1
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,,,,1122,1
COVID,State,South Dakota,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,6.6313,1.9941,2.3759,1122,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,41.8813,19.46,23.1864,35,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,20.8925,18.6444,22.2145,35,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,31.5795,21.039,25.0678,35,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,5.6467,1.7644,2.1022,963,0
COVID,State,Tennessee,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,5.6467,1.7644,2.1022,963,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,40.6324,9.1835,10.942,152,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,11.6365,5.5983,6.6703,152,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,39.2016,8.8901,10.5924,152,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,8.5295,1.0829,1.2902,4686,0
COVID,State,Texas,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,8.5295,1.0829,1.2902,4686,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,,,,21,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,,,,21,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,,,,21,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,,,,792,1
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,11.3949,2.5123,2.9934,792,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,10.7012,8.8951,10.5984,50,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,27.4017,26.5507,31.6349,50,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,36.4815,24.4409,29.1211,50,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,25.4156,5.1467,6.1322,772,0
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,25.4156,5.1467,6.1322,772,0
COVID,State,Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,,,,7,1
COVID,State,Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,,,,7,1
COVID,State,Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,,,,7,1
COVID,State,Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,,,,170,1
COVID,State,Virgin Islands,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,0,0,0,170,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,42.8419,8.8608,10.5575,167,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,18.7548,7.2955,8.6925,167,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,26.6613,7.4906,8.925,167,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,11.742,1.695,2.0196,2631,0
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,11.742,1.695,2.0196,2631,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,11.761,9.8309,11.7134,35,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,23.8342,15.3336,18.2698,35,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,46.8357,20.2987,24.1857,35,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,17.5692,2.9353,3.4973,1075,0
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,17.5692,2.9353,3.4973,1075,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,,,,20,1
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,,,,20,1
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,,,,20,1
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,,,,1672,1
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,5.2037,1.3246,1.5783,1672,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,39.7448,24.5485,29.2493,30,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,4.8112,5.5969,6.6686,30,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,44.4514,21.4877,25.6024,30,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,10.9926,2.399,2.8584,1095,0
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,10.9926,2.399,2.8584,1095,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,34.8771,26.8518,31.9937,32,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,5.3499,5.4716,6.5193,32,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,12/02/2023 12:00:00 AM,52.2642,34.2223,40.7755,32,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,7.5088,2.3403,2.7884,1272,0
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,7.5088,2.3403,2.7884,1272,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,12/09/2023 12:00:00 AM,29.6462,5.3126,6.33,479,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,12/09/2023 12:00:00 AM,22.3578,5.1522,6.1388,479,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 2,12/09/2023 12:00:00 AM,34.1769,5.9526,7.0925,479,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Received a vaccination,December Week 2,12/09/2023 12:00:00 AM,13.8191,0.7957,0.9481,21794,0
COVID,National,National,Age,12-17 years,Up-to-date,Yes,December Week 2,12/09/2023 12:00:00 AM,13.8191,0.7957,0.9481,21794,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,12/09/2023 12:00:00 AM,42.8657,3.8624,4.602,1312,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,12/09/2023 12:00:00 AM,14.6747,2.6602,3.1696,1312,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 2,12/09/2023 12:00:00 AM,33.2113,3.9005,4.6474,1312,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Received a vaccination,December Week 2,12/09/2023 12:00:00 AM,9.2483,0.4431,0.528,41484,0
COVID,National,National,Age,5-11 years,Up-to-date,Yes,December Week 2,12/09/2023 12:00:00 AM,9.2483,0.4431,0.528,41484,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,12/09/2023 12:00:00 AM,36.4428,3.2598,3.884,1791,0
COVID,National,National,Health Insurance,Uninsured,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,12/09/2023 12:00:00 AM,40.7332,12.2694,14.6189,125,0
