Vaccine,Geographic Level,Geographic Name,Demographic Level,Demographic Name,indicator_label,indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_90pct,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,Substate,Illinois-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,5.2048,0.9081,1.082,9223,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,5.2048,0.9081,1.082,9223,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,29.9038,3.2343,3.8536,735,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,30.2762,3.1861,3.7962,735,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,34.6152,3.4644,4.1278,735,0
COVID,Substate,New York-New York City,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,3.7149,1.5958,1.9014,4046,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,3.7149,1.5958,1.9014,4046,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,18.762,8.9343,10.6451,103,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,48.1164,10.4933,12.5027,103,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,29.4066,9.0615,10.7967,103,0
COVID,Substate,New York-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,4.7873,1.3182,1.5706,6659,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,4.7873,1.3182,1.5706,6659,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,30.7658,5.7163,6.8109,218,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,29.9174,6.2361,7.4303,218,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,34.5295,6.8649,8.1794,218,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,4.2719,1.5355,1.8295,5944,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,4.2719,1.5355,1.8295,5944,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,33.0584,10.6139,12.6463,72,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,33.169,11.5745,13.791,72,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,29.5008,11.3778,13.5565,72,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,4.2535,1.4679,1.749,9912,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,4.2535,1.4679,1.749,9912,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,30.8861,8.8931,10.596,135,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,22.1916,7.6758,9.1456,135,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,42.6687,9.4513,11.2612,135,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,3.7601,0.9241,1.101,7286,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,3.7601,0.9241,1.101,7286,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,24.1948,5.4597,6.5052,203,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,41.1838,6.9534,8.2849,203,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,30.8613,6.4985,7.7429,203,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,3.5376,0.9931,1.1832,6163,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,3.5376,0.9931,1.1832,6163,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,26.4975,6.1568,7.3358,185,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,42.0675,7.0481,8.3977,185,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,27.8974,5.9809,7.1262,185,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,3.4387,0.9239,1.1009,7971,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,3.4387,0.9239,1.1009,7971,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,23.8272,6.4545,7.6905,230,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,32.3633,7.3694,8.7806,230,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,40.3708,7.5722,9.0222,230,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,2.7554,0.2404,0.2865,207177,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,2.7554,0.2404,0.2865,207177,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,25.0706,1.9664,2.3429,8194,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,31.9001,2.096,2.4973,8194,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,40.2739,2.2172,2.6418,8194,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,0.697,0.2421,0.2885,24286,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,0.697,0.2421,0.2885,24286,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,15.5337,3.7467,4.4642,892,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,41.8487,5.7819,6.8891,892,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,41.9206,5.3867,6.4181,892,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,10.3758,2.1363,2.5454,4571,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,10.3758,2.1363,2.5454,4571,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,29.0755,6.5362,7.7878,163,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,38.2824,7.3803,8.7936,163,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,22.2664,6.6202,7.8879,163,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,7.0138,1.0254,1.2218,9223,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,7.0138,1.0254,1.2218,9223,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,29.0031,3.9752,4.7364,477,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,30.0146,4.0405,4.8142,477,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,33.9685,4.0978,4.8825,477,0
COVID,Substate,New York-New York City,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,7.0369,3.0131,3.5901,4046,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,7.0369,3.0131,3.5901,4046,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,20.233,5.457,6.5019,173,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,45.7082,8.0446,9.5851,173,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,27.0219,7.0266,8.3721,173,0
COVID,Substate,New York-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,6.0047,1.3103,1.5612,6659,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,6.0047,1.3103,1.5612,6659,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,29.2721,6.2495,7.4462,238,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,28.1463,6.0905,7.2567,238,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,36.5768,6.2483,7.4448,238,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,7.3218,1.6497,1.9656,5944,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,7.3218,1.6497,1.9656,5944,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,25.3725,6.2835,7.4867,183,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,36.5876,7.1824,8.5578,183,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,30.7181,7.691,9.1637,183,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,7.648,1.9849,2.3649,9912,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,7.648,1.9849,2.3649,9912,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,26.4704,5.9878,7.1344,240,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,27.7974,5.8742,6.9991,240,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,38.0842,6.8315,8.1397,240,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,6.2434,1.1672,1.3907,7286,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,6.2434,1.1672,1.3907,7286,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,30.4675,5.3074,6.3237,246,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,30.5292,5.4693,6.5166,246,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,32.7599,5.6697,6.7554,246,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,6.0822,1.3404,1.597,6163,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,6.0822,1.3404,1.597,6163,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,20.0843,4.5844,5.4623,239,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,37.8331,5.722,6.8177,239,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,36.0004,5.7551,6.8571,239,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,3.4387,0.9239,1.1009,7971,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,3.4387,0.9239,1.1009,7971,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,17.183,6.269,7.4694,266,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,46.5104,9.0922,10.8333,266,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,32.8679,7.842,9.3436,266,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,4.1078,0.2972,0.3541,207177,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,4.1078,0.2972,0.3541,207177,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,24.3893,1.7212,2.0507,8893,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,30.2229,1.7915,2.1345,8893,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,41.28,1.98,2.3591,8893,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,0.8501,0.2565,0.3056,24286,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,0.8501,0.2565,0.3056,24286,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,15.3998,3.0842,3.6748,1144,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,44.8347,4.6867,5.5841,1144,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,38.9154,4.5587,5.4317,1144,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,12.5785,1.9749,2.3531,4571,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,12.5785,1.9749,2.3531,4571,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,31.7815,5.5833,6.6524,239,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,29.6211,5.6577,6.741,239,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,26.0188,5.7277,6.8245,239,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,9.2577,1.2907,1.5378,9223,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,9.2577,1.2907,1.5378,9223,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,25.4626,4.0898,4.8729,414,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,24.8829,4.0963,4.8806,414,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,40.3967,4.7804,5.6958,414,0
COVID,Substate,New York-New York City,Overall,18+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,7.216,2.3696,2.8234,4046,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,7.216,2.3696,2.8234,4046,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,28.9632,9.4824,11.2982,157,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,32.9385,8.6523,10.3091,157,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,30.8822,9.2107,10.9744,157,0
COVID,Substate,New York-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,9.8805,2.4819,2.9572,6659,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,9.8805,2.4819,2.9572,6659,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,21.2457,5.7478,6.8485,192,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,26.163,6.1245,7.2973,192,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,42.7108,6.886,8.2046,192,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,9.7323,1.7732,2.1127,5944,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,9.7323,1.7732,2.1127,5944,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,28.8883,5.0277,5.9905,322,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,40.0302,5.578,6.6461,322,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,21.3492,4.6137,5.4972,322,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,9.3981,1.6362,1.9495,9912,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,9.3981,1.6362,1.9495,9912,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,22.4727,5.1552,6.1424,288,0
